city,country,country_code,year,lat,lon,mean_brightness,median_brightness,max_brightness,pixel_count,population,gdp_per_capita_eur,population_density,road_length_total_km,motorway_length_km,road_density_km_per_km2,street_lamp_count,building_count,building_area_km2,landuse_residential_km2,landuse_commercial_km2,landuse_industrial_km2,landuse_retail_km2,park_area_km2,forest_area_km2,water_area_km2,nature_reserve_area_km2,green_area_total_km2,built_up_fraction,green_fraction,log_mean_brightness,log_population,log_gdp_per_capita,log_building_count,brightness_yoy,brightness_cagr,brightness_per_capita
Barcelona,Spain,ES,2013,41.3851,2.1734,19.692574177113624,2.8941574345818277,305.18072509765625,10661,3190951.0,26000.0,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,3.029774900505246,14.975829549454609,10.165851817003619,12.405865683236133,,-0.007677548635341425,6.1713809385081825e-06
Barcelona,Spain,ES,2014,41.3851,2.1734,18.95762340550237,2.912886884007713,294.0947265625,10661,3176357.0,26600.0,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,2.9936111959335747,14.971245500573696,10.188666494769791,12.405865683236133,-0.037321213824112465,-0.007677548635341425,5.968354125654758e-06
Barcelona,Spain,ES,2015,41.3851,2.1734,18.563546706406584,2.921204698439883,259.5339660644531,10661,3610906.0,27800.0,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,2.973667972627793,15.099469268350566,10.232791299678729,12.405865683236133,-0.020787241663499212,-0.007677548635341425,5.140966479439394e-06
Barcelona,Spain,ES,2016,41.3851,2.1734,18.529180641276824,2.906409246953176,284.7420959472656,10661,3624554.0,28900.0,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,2.9719097901568268,15.10324180421879,10.271596874100524,12.405865683236133,-0.001851266122432249,-0.007677548635341425,5.112127075849007e-06
Barcelona,Spain,ES,2017,41.3851,2.1734,18.391467591292987,2.874386356244454,258.5457763671875,10661,3648483.0,30200.0,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,2.9648331544405444,15.109822022727869,10.31559720336296,12.405865683236133,-0.0074322255608572085,-0.007677548635341425,5.040853305687045e-06
Barcelona,Spain,ES,2018,41.3851,2.1734,18.34687319064644,3.497080379471051,252.3773193359375,10661,3665687.0,31100.0,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,2.962530814203708,15.114526324576932,10.344963098167325,12.405865683236133,-0.002424733122856293,-0.007677548635341425,5.005029941357907e-06
Barcelona,Spain,ES,2019,41.3851,2.1734,18.686414906800888,4.897573093959371,300.1515808105469,10661,3701270.0,31900.0,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,2.9799287992218835,15.12418656196321,10.370361288772935,12.405865683236133,0.01850678928372118,-0.007677548635341425,5.048649492417707e-06
Barcelona,Spain,ES,2020,41.3851,2.1734,18.003572698968387,4.917088896293895,262.9671325683594,10661,3755512.0,28400.0,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,2.9446269982775495,15.138735185416639,10.254144424149297,12.405865683236133,-0.03654217308339769,-0.007677548635341425,4.793906316626971e-06
Barcelona,Spain,ES,2021,41.3851,2.1734,18.07471884415006,4.497212269510514,232.74017333984372,10661,3719096.0,30600.0,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,2.9483638375677943,15.128991185964743,10.328755287940472,12.405865683236133,0.0039517792591106105,-0.007677548635341425,4.859976414738974e-06
Barcelona,Spain,ES,2022,41.3851,2.1734,17.796990328416218,3.5040713490240307,242.83155822753903,10661,3720333.0,33300.0,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,2.9336967681062744,15.129323738372031,10.413312675968536,12.405865683236133,-0.015365578747230657,-0.007677548635341425,4.783708965949074e-06
Barcelona,Spain,ES,2023,41.3851,2.1734,18.359773874780824,4.893755810469897,266.1093444824219,10661,3767382.0,35900.0,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,2.9631974017585674,15.141890888487977,10.48849257447637,12.405865683236133,0.03162239996647176,-0.007677548635341425,4.873350744570321e-06
Barcelona,Spain,ES,2024,41.3851,2.1734,18.09187096186768,4.481748333402806,248.0417327880859,10661,2658830.0,,767.2,13870.99,0.0,7.0758,52632,244229.0,92.2672,224.0067,7.9866,99.3814,1.4775,27.7481,569.4442,8.7068,601.2876,1198.4799,0.1026,0.6114,2.9492626403667597,14.793396734371601,,12.405865683236133,-0.014591841639244651,-0.007677548635341425,6.8044481827975765e-06
Berlin,Germany,DE,2013,52.52,13.405,8.787159761791953,4.242936876407529,110.55889129638672,13148,3375222.0,34400.0,4342.6,19874.57,788.32,10.1383,107730,758659.0,66.2794,557.3301,59.0503,47.048,15.3675,65.1516,802.8425,91.0731,90.7053,958.6994,0.0958,0.489,2.2810712981882415,15.031971657903282,10.44581184336149,13.539308998175418,,-0.005897206633885932,2.6034316444346337e-06
Berlin,Germany,DE,2014,52.52,13.405,8.060206845713108,3.4757695877015893,157.6066131591797,13148,3421829.0,35800.0,4342.6,19874.57,788.32,10.1383,107730,758659.0,66.2794,557.3301,59.0503,47.048,15.3675,65.1516,802.8425,91.0731,90.7053,958.6994,0.0958,0.489,2.2038919504469336,15.045685761408372,10.485703172388792,13.539308998175418,-0.08272899728530703,-0.005897206633885932,2.355525903168483e-06
Berlin,Germany,DE,2015,52.52,13.405,8.150694001814525,3.477669778663873,151.1832275390625,13148,3469849.0,37500.0,4342.6,19874.57,788.32,10.1383,107730,758659.0,66.2794,557.3301,59.0503,47.048,15.3675,65.1516,802.8425,91.0731,90.7053,958.6994,0.0958,0.489,2.213829723604021,15.059621635126057,10.532096211958502,13.539308998175418,0.011226406199432049,-0.005897206633885932,2.3490053895182544e-06
Berlin,Germany,DE,2016,52.52,13.405,8.065124848863611,3.48006546672061,159.02037048339844,13148,3520031.0,39000.0,4342.6,19874.57,788.32,10.1383,107730,758659.0,66.2794,557.3301,59.0503,47.048,15.3675,65.1516,802.8425,91.0731,90.7053,958.6994,0.0958,0.489,2.204434616738957,15.073980354353681,10.571316925111784,13.539308998175418,-0.010498388595113983,-0.005897206633885932,2.291208471988915e-06
Berlin,Germany,DE,2017,52.52,13.405,8.18228001737127,3.4738664909034447,163.3225860595703,13148,3574830.0,40900.0,4342.6,19874.57,788.32,10.1383,107730,758659.0,66.2794,557.3301,59.0503,47.048,15.3675,65.1516,802.8425,91.0731,90.7053,958.6994,0.0958,0.489,2.2172755416995638,15.089428180532039,10.618885342030893,13.539308998175418,0.014526144443277378,-0.005897206633885932,2.2888584960323342e-06
Berlin,Germany,DE,2018,52.52,13.405,8.688033332036062,4.495250288696094,145.98484802246094,13148,3613495.0,42900.0,4342.6,19874.57,788.32,10.1383,107730,758659.0,66.2794,557.3301,59.0503,47.048,15.3675,65.1516,802.8425,91.0731,90.7053,958.6994,0.0958,0.489,2.270891446793599,15.100186006004202,10.666627104916108,13.539308998175418,0.06181080500680247,-0.005897206633885932,2.404329695221956e-06
